overview,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,Thriller,War,Western
"Asprin (Mang Hoi) and Strepsil (John Shum), two petty thieves who inadvertently become involved in a murder case when they steal items belonging to a murdered man. The man had hidden an important microfilm in his passport, which the thieves pass onto a forger friend Panadol (Tsui Hark). Inspector Ng (Michelle Yeoh) is assigned to the case, along with Inspector Morris (Cynthia Rothrock) from Scotland Yard! The investigation leads the cops to the bumbling crooks and soon they are on Triad leader Tin's (James Tien) tail, he will stop at nothing to get the incriminating film back and with his hitman and bodyguard (Dick Wei) at his side, he proves too much for the inspectors to catch using legal means, in frustration they give up their badges and go after Tin alone.",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Vusi Madlazi returns to the South African village he left as a young boy to bury his father. He meets up with his brother Ernest, who tells him their other brother Stephen couldn't be contacted. Vusi goes to Johannesburg to find him, but at first can only find his neighbor/girlfriend, Karin, a stripper. Vusi proceeds to learn how conditions have changed since the end of apartheid, not always for the better for black men.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"The morning of a small town Labor Day picnic, a drifter (Hal Carter) blows into town to visit an old fraternity buddy (Alan Benson) who also happens to be the son of the richest man in town. Hal is an egocentric braggart - all potential and no accomplishment. He meets up with Madge Owens, the town beauty queen and girlfriend of Alan Benson.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Four guys sit around drinking beer and talking, trying to figure out the meaning of ""the pompatus of love"" (from the Steve Miller song ""Joker"") and analyzing their relationships with women.",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"A dedicated music teacher in East Harlem instructs a gaggle of underprivileged children in the art of the violin. In the climax, they play Carnegie Hall with some of the world's foremost fiddlers.",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Amy is only 13 years old when her mother is killed. She goes to Canada to live with her father, an eccentric inventor whom she barely knows. Amy is miserable in her new life... until she discovers a nest of goose eggs that were abandoned when a local forest is torn down. The eggs hatch and Amy becomes ""Mama Goose"". When Winter comes, Amy, and her dad must find a way to lead the birds South...",1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Joseph and Maria are married for six months and Maria still has never had an orgasm with her husband. They begin to visit mysterious doctor Baltazar who teaches them how to reach ecstasy in sex.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"An aspiring singer, Denise Waverly/Edna Buxton, sacrifices her own singing career to write hit songs that launch the careers of other singers. The film follows her life from her first break, through the pain of rejection from the recording industry and a bad marriage, to her final triumph in realizing her dream to record her own hit album.",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"Schlafes Bruder tells the story a few exceptionally talented individuals who grew up in a remote mountain town in the Alps. The film, based on an internationally successful novel by Robert Schneider of the same name, depicts the slow withering of their unique skills.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"A policeman takes his twin brother's place and inherits his problems and a beautiful girlfriend. He is forced to kickbox his way from France to the U.S. and back while playing footsie with the FBI and Russian mafia. Not just muscles with a badge, the policeman must find the answers to some tough questions, none harder than what the heck is an accordian player doing in a sauna.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Michael Collins plays a crucial role in the establishment of the Irish Free State in the 1920s, but becomes vilified by those hoping to create a completely independent Irish republic.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"A rich man's wife finds she has a bad prenuptial agreement with an even worse husband. Over drinks with a stranger, she fantasizes about doing her husband in to void the prenupt. The stranger decides to turn her imagination into reality much to the wife's surprise.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Story of the early life of genius and Nobel Prize-winning physicist Richard Feynman.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Primo &amp; Secondo, two immigrant brothers, pin their hopes on a banquet honoring Louis Prima to save their struggling restaurant.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"John Smith is a mysterious stranger who is drawn into a vicious war between two Prohibition-era gangs. In a dangerous game, he switches allegiances from one to another, offering his services to the highest bidder. As the death toll mounts, Smith takes the law into his own hands in a deadly race to stay alive.",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
A middle-aged couple has a drifter enter their lives. The fish-store owners find that the mysterious young man awakens the couple in ways they didn't expect. Things get tense when the drifter begins an affair with the woman of the house.,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"Four black women, all of whom have suffered for lack of money and at the hands of the majority, undertake to rob banks. While initially successful, a policeman who was involved in shooting one of the women's brothers is on their trail. As the women add to the loot, their tastes and interests begin to change and their suspicions of each other increase on the way to a climactic robbery.",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"In a sleepy bedroom community of LA's San Fernando Valley, the murder of a professional athlete by two hit men sets into motion a chain of events that puts the mundane lives of a dozen residents on a collision course. This clever tale tells the story of two hit men, a mistress, a nurse, a vindictive ex-wife, a wealthy art dealer and his lovelorn assistant, a suicidal writer and his dog, and a bitter cop and his partner.",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gabriella, a Columbian immigrant, is obsessed with understanding violent crime. The current string of murders by ""The Blue Blood Killer"" of affluent Miami socialites provides her with fodder for her scrapbook of death. She lands a job with a post-murder cleaning service and during a Blue-Blood clean-up job, discovers evidence that police have overlooked.",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
No overview found.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thriller about Guy Luthan (Hugh Grant), a British doctor working at a hospital in New York who starts making unwanted enquiries when the body of a man who died in his emergency room disappears. The trail leads Luthan to the door of the eminent surgeon Dr Lawrence Myrick (Gene Hackman), but Luthan soon finds himself under in danger from people who want the hospital's secret to remain undiscovered.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"A former government operative renowned for his stealth, Jack Cole is now a Los Angeles police detective. When a series of horrible murders occurs in the metro area, Cole is assigned to the case, along with tough-talking fellow cop Jim Campbell. Although the two men clash, they gradually become effective partners as they uncover a conspiracy linked to the killings, which also involves terrorism and organized crime.",1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Ducks are offered scholarships at Eden Hall Academy but struggle with their new coach's methods and come under pressure from the board to retain their scholarships before their big game against the Varsity team.,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Having survived the hatred and bigotry that was his Klansman grandfather's only legacy, young attorney Adam Hall seeks at the last minute to appeal the old man's death sentence for the murder of two small Jewish boys 30 years before. Only four weeks before Sam Cayhall is to be executed, Adam meets his grandfather for the first time in the Mississippi prison which has held him since the crime. The meeting is predictably tense when the educated, young Mr. ""Hall"" confronts his venom-spewing elder, Mr. ""Cayhall,"" about the murders. The next day, headlines run proclaiming Adam the grandson who has come to the state to save his grandfather, the infamous Ku Klux Klan bomber. While the old man's life lies in the balance, Adam's motivation in fighting this battle becomes clear as the story unfolds. Not only does he fight for his grandfather, but perhaps for himself as well. He has come to heal the wounds of his own father's suicide...",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
A roving bachelor gets saddled with three children and a wealth of trouble when the youngsters stumble upon a huge gold nugget. They join forces with two bumbling outlaws to fend off the greedy townspeople and soon find themselves facing a surly gang of sharpshooters.,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Legends (and myths) from the life of famed American frontiersman Davey Crockett are depicted in this feature film edited from television episodes. Crockett and his friend George Russell fight in the Creek Indian War. Then Crockett is elected to Congress and brings his rough-hewn ways to the House of Representatives. Finally, Crockett and Russell journey to Texas and the last stand at the Alamo.",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"Tia and Tony are two orphaned youngsters with extraordinary powers. Lucas Deranian poses as their uncle in order to get the kids into the clutches of Deranian's megalomaniacal boss, evil millionaire Aristotle Bolt, who wants to exploit them. Jason, a cynical widower, helps Tia and Tony escape to witch mountain, while at the same time Tia and Tony help Jason escape the pain of the loss of his wife.",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"Herbie is a car - but no ordinary car. The story follows the Volkswagen Beetle with a mind of its own from the showroom to the race track, with various close escapes in between. Three further Herbie movies were to follow.",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The living Volkswagen Beetle helps a old lady protect her home from a corrupt developer.,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
"Young Travis Coates is left to take care of the family ranch with his mother and younger brother while his father goes off on a cattle drive in the 1860s. When a yellow mongrel comes for an uninvited stay with the family, Travis reluctantly adopts the dog.",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"Hayley Mills plays twins who, unknown to their divorced parents, meet at a summer camp. Products of single parent households, they switch places (surprise!) so as to meet the parent they never knew, and then contrive to reunite them.",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A young girl comes to an embittered town and confronts its attitude with her determination to see the best in life.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Remake of the popular Disney classic, this time featuring some well known voices as two dogs and a cat trek across America encountering all sorts of adventures in the quest to be reunited with their owners.",0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Through an ancient spell, a boy changes into a sheepdog and back again. It seems to happen at inopportune times and the spell can only be broken by an act of bravery....",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"After being shipwrecked, the Robinson family is marooned on an island inhabited only by an impressive array of wildlife. In true pioneer spirit, they quickly make themselves at home but soon face a danger even greater than nature: dastardly pirates. A rousing adventure suitable for the whole family, this Disney adaptation of the classic Johann Wyss novel stars Dorothy McGuire and John Mills as Mother and Father Robinson.",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
